file_name,caption
000000573395.jpeg,a group of surfers are riding waves in the ocean
000000243968.jpeg,A snowboarder gets air as they go over a snow ramp.
000000460632.jpeg,a surfer riding on a small wave in the ocean
000000486834.jpeg,Surfers are holding their boards in the sand after coming out of the ocean.
000000222788.jpeg,Happy surfers holding up their boards on the beach
000000019559.jpeg,A close up view of a small rack with some tooth brushes.
000000476349.jpeg,A snowboarder is sitting on a snowy slope
000000530558.jpeg,Surfer riding on wave in middle of ocean preparing to jump
000000259335.jpeg,Surfers in silhouette on a beach walking toward the water.
000000365851.jpeg,A surfer runs along the beach with a white board.
000000069965.jpeg,a surfer riding the wave at the beach
000000333150.jpeg,Laptop computer on table at indoor event with audience seated.
000000045627.jpeg,An athlete is performing on a surfboard on a lake.
000000149155.jpeg,Several surfers out in the ocean waiting for waves. 
000000491215.jpeg,The snow boarder is near the top of the ramp.
000000332968.jpeg,A view of a bunch of birthday cakes through the window.
000000401897.jpeg,a surfer runs into the waves on a beaching with his surfboard
000000543082.jpeg,A sailboarder holds on to the sail in the ocean.
000000192091.jpeg,A surfer stands out in the shallow ocean waters.
000000145750.jpeg,A surfer is riding a big wave in the ocean. 
000000198043.jpeg,A skateboard on top of a surfboard on a beach.
000000439427.jpeg,a snow boarder ramping  a small snow mound
000000161635.jpeg,Surfboarders are riding waves in the ocean together
000000105879.jpeg,"As the sun sets, the surf boarder heads for the beach."
000000365711.jpeg,A surfer with sunscreen on his face stands on the beach.
000000028290.jpeg,A group of surfers change their clothes on a beach.
000000485155.jpeg,A snowboarder in a red jacket is about to go downhill.
000000343038.jpeg,A snowboarder kneels over in the snow to pose for the camera.
000000562557.jpeg,Four surfers stand on the beach watching the water.
000000402711.jpeg,A surfer is on a beach and is holding a surfboard. 
000000462805.jpeg,A pair of snow skis and a snowboard in the snow.
000000114375.jpeg,Several windsurfers are riding the waves in the ocean.
000000221725.jpeg,something is half way buried in a sandy field
000000579294.jpeg,"The snowboarder is enjoying going down the hill.
"
000000022498.jpeg,a sail boarder in a wet suit water trees and clouds
000000502896.jpeg,A snowboarder boards down a hill with a lot of snow
000000088817.jpeg,Several wind surfers are on the blue water.
000000117127.jpeg,A surfer walks along the beach at sunrise.
000000476864.jpeg,A surfer rides a wave in the ocean.
000000410195.jpeg,A surfer with a blue surfboard on a big beach.
000000208543.jpeg,A skiier in mid-air going down a hill.
000000191360.jpeg,Several yellow surf boards are lined up on the beach. 
000000578752.jpeg,The beachfront has tracks of footprints and a figure which appears to be  cross.
000000375285.jpeg,The beachgoers are curious about what is in the water.
000000526133.jpeg,a snow board sits on some snow 
000000031281.jpeg,A surfer carries his surfboard beneath a tall cliff
000000518968.jpeg,Surfer riding breaking wave at ocean with other surfers nearby.
000000020179.jpeg,A tattooed surfer walking on the beach with his board
000000000360.jpeg,The snowboarder has jumped high into the air from a snow ramp.
000000383420.jpeg,A view of a  remote with a popcorn hour book on the table.
000000160185.jpeg,A professional soccer player dribbling a ball on a grass surface.
000000274792.jpeg,A view of a cake tray with residue on the bottom.
000000208342.jpeg,A snowboarder kicking up a cloud of snow as he does a flip.
000000490244.jpeg,a bunch of surfboards are piled up by a hill
000000344013.jpeg,A tennis player winds up a backhand shot
000000023294.jpeg,Four surfers holding their surfboards at a beach
000000256031.jpeg,A surfer is surfing the waves in the ocean. 
000000003837.jpeg,Surfers are practicing in the shore of a beach.
000000110877.jpeg,Surfers paddling back to shore area from open ocean.
000000122861.jpeg,Surfers braves the waves on the choppy blue ocean.
000000578788.jpeg,A skateboard rider on top of a handrail by a path in the city
000000541917.jpeg,a snow board leaning against a wall near a chair 
000000413811.jpeg,A crowd of surfers and swimmers enjoy a day at the beach.
000000456077.jpeg,A surfing simulator with actual water in the city. 
000000006028.jpeg,A group of surfers in wetsuits amid ocean waves.
000000542938.jpeg,A surfer ending his surf as he reaches the beach.
000000527002.jpeg,A parasailer is gliding through the ocean holding the bars.
000000268987.jpeg,surfer jumping into ocean with their surfboard - wooden pier in the foreground
000000220871.jpeg,A surfer in a black wet suit and a blue surfboard is standing on the beach.
000000355297.jpeg,A surfer in the middle of a jump in the ocean
000000000836.jpeg,A snowboarder does a flip after jumping off a hill.
000000272718.jpeg,there is a wakeboarder that is riding in the ocean
000000489313.jpeg,A snow boarder in mid trick with the Hilton in the background
000000379488.jpeg,A surfer surfing the pipeline in the ocean
000000074349.jpeg,A snow boarder performs a jump on a ski slope.
000000465986.jpeg,A snowboarder standing in the snow next to a fence.
000000240275.jpeg,A surfer rides a wave in the ocean.
000000406917.jpeg,this lady is walking along the shore on a beach
000000224991.jpeg,A surfer is wind surfing on some choppy waves.
000000315991.jpeg,Several surfers are riding the blue ocean waves.
000000283659.jpeg,The parasailer is enjoying the big waves at the ocean..
000000431058.jpeg,A snowboarder is shown against a beautiful sky and trees.
000000231037.jpeg,there is a surfer that is riding a wave in the ocean
000000252659.jpeg,Doubles tennis match on a real grass court
000000550365.jpeg,A snowboarder is flying through the air doing stunts on his snow board.
000000217323.jpeg,a snowboarding moving down a hill laughing 
000000152530.jpeg,A surfer rides a wave in the ocean on his surfboard. 
000000196660.jpeg,"A surfer, surfboard under his arm, near a no swimming sign on a beach."
000000121961.jpeg,A surfer riding their surfboard through waves in the ocean.
000000520147.jpeg,A snow boarder is on top of a sign with his board and has his hands out for balance.
000000115924.jpeg,A surfer jumps on top of a wave in the ocean.
000000512455.jpeg,The snowboarder wearing a helmet is jumping over a hill. 
000000170181.jpeg,A group of snow boarders on a snowy white hill
000000365687.jpeg,A surf boarder rides his board in the ocean.
000000510791.jpeg,A tennis player walking on a grass court.
000000478433.jpeg,A surfer surfing a wave next to a fishing dock in the ocean.
000000483159.jpeg,A close up view of some very pretty pastries.
000000145325.jpeg, an office chair with a pillow on the seat
000000380495.jpeg,Surfboards laying on an empty beach by the ocean.
000000147132.jpeg,A pair of surfers pause on a populated beach.
000000310196.jpeg,A snowboarder is sliding down a snowy slope.
000000477671.jpeg,A sign for a snow team hangs in the window
000000348524.jpeg,Snowboarders sit on a mountain slope in the snow.
000000146272.jpeg,A snowboarder sits in the snow at the top of a mountain.
000000190095.jpeg,A surfer is surfing in the ocean among the tallest waves.
000000533628.jpeg,a surfer riding a beautiful green ocean wave
000000217205.jpeg,There are surfers under a dock near the ocean.
000000044536.jpeg,The surfer paddles far out into the ocean.
000000131152.jpeg,A surfer riding a wave onto the beach with multiple surfers behind him.
000000465588.jpeg,A surfer hitting a wave in the middle of the ocean.
000000503424.jpeg,Vibrant cake displays in a glass case to view.
000000312078.jpeg,A surfer that is riding a really big wave in the ocean.
000000452687.jpeg,A close up of a boot on a snow board in the snow
000000378962.jpeg,An outdoor product stand on a pedestrian street in the city
000000262274.jpeg,A lifeguard's surf board on the beach near the surf.
000000274651.jpeg,A delicious philly cheese steak on a big roll
000000265464.jpeg,Surfers in wetsuits ride on the waves in the ocean.
000000513189.jpeg,Surfer riding a larger wave on the ocean as it starts to break.
000000176381.jpeg,A surfer riding on top of the waves at the ocean. 
000000362409.jpeg,Surfer riding on decent sized wave as it breaks in ocean.
000000453310.jpeg,a red city work truck with red emergency lights on the top
000000434177.jpeg,A surferboard group stand sont he beach in the water
000000459923.jpeg,Surfer any black wetsuit holding their board in front of the ocean. 
000000237463.jpeg,A surfer putting his surfboard down on the beach.
000000281508.jpeg,A bunch of surf boards lined up along a fence at a beach.
000000112751.jpeg,To surfers holding boards underneath their arms going into the ocean. 
000000066238.jpeg,A snow boarder does a trick in the middle of the air.
000000137682.jpeg,A surfer in a wetsuit skimming a wave in a calm ocean
000000533227.jpeg,Several surfers are in the ocean with their boards.
000000434510.jpeg,A surfer riding a wave in the ocean.
000000173229.jpeg,A surfer is standing in his wetsuit on a hill.
000000229529.jpeg,A surfer riding a surfboard through cresting ocean waves.
000000184172.jpeg,A wake boarder gliding through the waves of the ocean
000000527718.jpeg,A snowboarder sits on the snow near a net.
000000367626.jpeg,Surfer on an ocean wave with an unusual object.
000000268992.jpeg,A small triangle chair with a string seat next to a laptop.
000000361171.jpeg,An athlete with a snow board is performing on a city street.
000000173138.jpeg,a ocean that has a surfer in it
000000036032.jpeg,a snowboarder jumps off of a hill instead of just sliding down it
000000298344.jpeg,A boogie board or writing on a large wave in the ocean that is Brakey
000000083408.jpeg,Surfer riding large breaking wave near beach at ocean.
000000132509.jpeg,A surfer is walking on the beach on a cloudy day.
000000455279.jpeg,Kneeling snowboarder smiles on snowy slope with mountain in the background
000000315810.jpeg,A tennis player winds up for a mighty serve.
000000145542.jpeg,A surfer rides a wave in the ocean.
000000185487.jpeg,A snowboarder holding a wind sail lifts from the ground.
000000298586.jpeg,A snowboarder doing a trick down a snowy street
000000476722.jpeg,a time lapse image of a snowboarder jumping off a ramp onto a snowy mountain
000000487861.jpeg,The information center for a snow boarding park.
000000407948.jpeg,some body boarders water sun sand and clouds
000000316995.jpeg,A life guard walking with his surf board on the beach.
000000205251.jpeg,Several surf boarders at a city wave pool.
000000070896.jpeg,3 surf boarders enjoying themselves in the ocean.
000000068257.jpeg,This is a picture of a fearless wind surfer
000000351793.jpeg,This is a downhill snowboarder lifting the front edge of his board up to expose his green and yellow board to the camera.
000000299254.jpeg,"A snowboarder, with a yellow snowboard, poses in front snowy mountains."
000000035711.jpeg,A cloudy day for a swim at the beach.
000000201498.jpeg,A view of a snowboarder as they crash into the snowy ground.
000000526040.jpeg,He was almost sitting in the snow as he came down the run on his snowboard.
000000007899.jpeg,A baby sitting in the grass watching kites fly in the sky.
000000533537.jpeg,A clocktower saying it is 12 pm in the city.
000000264730.jpeg,A clock on display on a wall in the city.
000000204324.jpeg,A family flying a kite at the beach.
000000397994.jpeg,Parachutes fly through the sky above the ocean. 
000000370123.jpeg,An old clock tower rises into the sky at night.
000000202923.jpeg,A view from behind a mesh fence of a baseball game.
000000129159.jpeg,A clock tower as viewed from a railway station
000000170914.jpeg,"On a beach, there is a clock in the middle of the sand."
000000274438.jpeg,"Kite flying in the breeze on the beach.
"
000000337420.jpeg,Windsurfer kites are seen from above the beach.
000000118034.jpeg,A hand holding a camera with a small viewfinder screen.
000000388854.jpeg,Big Ben towering over the city of London under a cloudy sky.
000000317763.jpeg,A view of a close up of a computer.
000000396676.jpeg,An intersection of a city with pedestrians in the crosswalk.
000000563731.jpeg,A clock attached to an old city building.
000000393277.jpeg,A clock statue surrounded by city traffic and streets.
000000074412.jpeg,Cars parked on a beach at the ocean.
000000046603.jpeg,A tall building with a clocktowner and sky in the background.
000000333348.jpeg,A night snowy view shows a clock tower lit up.
000000540636.jpeg,Kites are flying in the wind with bikers below them.
000000206757.jpeg,City street shopping area with pedestrians walking about.
000000460837.jpeg,A lady on a sandy beach flying a kite.
000000401240.jpeg,The front entrance view of a station building. 
000000568101.jpeg,kites being flown on the beach near the ocean
000000475890.jpeg,An old clock telling the time on a city street.
000000211713.jpeg,A view of a baseball game being played on a field in a stadium.
000000202777.jpeg,A building with a gold steeple under a cloudy sky
000000144935.jpeg,A beach gets crowded on a sunny day.
000000098443.jpeg,There is big Ben in the middle of the city.  
000000532833.jpeg,A large free standing street clock with a cloudy sky.
000000236324.jpeg,A tower clock on the building in the city
000000054533.jpeg,A lap top computer seated on the table
000000561412.jpeg,A clock tower is featured against a cloudy blue sky.
000000300989.jpeg,A big Ben on top of a building in the city.  
000000509551.jpeg,An old clock tower captured on a partly cloudy day 
000000064150.jpeg,clowe up of a large clock with a sky background
000000247945.jpeg,An ornate building is viewed by a crowd.
000000381504.jpeg,Seating and depot for mass transit ticket sales.  
000000044352.jpeg,An aqua colored clock is attached to a city building.
000000021919.jpeg,A helmeted rider is lifted off of the ground in a grassy area.
000000186013.jpeg,Kites being flown at the beach at twilight.
000000205239.jpeg,A clock tower surrounded by blowing snow in a city.
000000253413.jpeg,A bridge over a lake runs through several large buildings.
000000243946.jpeg,A crowded beach is crowded with kites in the sky.
000000314607.jpeg,A tower clock on top of the building in the city
000000212801.jpeg,Several small arc shaped kites flying above an ocean
000000264686.jpeg,Here is a sadly decorated loft in the city.
000000440514.jpeg,A city street is busy with traffic during the day.
000000408532.jpeg,landscape of a parking lot and a building that has a clock on the roof
000000487013.jpeg,A black post with a clock on it in a city.
000000366759.jpeg,A picture of a tower clock in the middle of the city on top of a building 
000000018073.jpeg,A kite flying over a wave filled ocean under a cloudy sky
000000233862.jpeg,There are four kites flying on the beach. 
000000509388.jpeg,Big Ben clock tower towering over the city of London.
000000003865.jpeg,A para sailer approaching the beach on  a sunny day
000000231281.jpeg,A baseball game is being played on a dirt and grass field.
000000306914.jpeg,A scene of octopus kites in multiple colors flown over a grassy hill.
000000518234.jpeg,A leafless tree with the view of a clock tower in the distance
000000256095.jpeg,The huge structure has a bridge nearby on a cloudy day.
000000313990.jpeg,a large tower with a clock with a sky backlground
000000000873.jpeg,"Chimneys point to the sky on a clear, sunny day."
000000115772.jpeg,Television view of a baseball player holding a bat. 
000000542792.jpeg,A giant baseball bat leans against a city building
000000109653.jpeg,a kite flying high in a partially cloudy sky
000000050232.jpeg,A view of an architectural building topped with a clock tower.
000000035760.jpeg,A large clock tower towering over a city.
000000280007.jpeg,Clock tower with USA flag and partly cloudy sky background.
000000022382.jpeg,A clock tower is in the middle of the city with clocks
000000440443.jpeg,A CITY CLOCK WITH A TOWER IN THE FRONT OF A BUILDNG
000000005758.jpeg,A clock tower rises into the sky as it displays the time.
000000291458.jpeg,A clock tower gives the time in a city square.
000000208585.jpeg,A brick bridge over a busy city streets.
000000385236.jpeg,A quaint city block full of tudor style buildings and a clock tower.
000000331282.jpeg,A large clock tower attached to a church next to a rocky mountain.
000000441874.jpeg,A view of a baseball game on a baseball field.
000000402674.jpeg,View of a tennis net in front of a player holding a tennis racquet.
000000551907.jpeg,A group of pedestrians walk down a city street next to a floating kite sign.
000000097146.jpeg,A city street with old and new buildings in the distance.
000000169700.jpeg,a tall clock tower with a sky in the abckground
000000485773.jpeg,A large tower set against the night sky with a clock on it
000000228504.jpeg,Flying a kite at the wide open spaces of the beach.
000000149398.jpeg,a building with a tower on th top with a sky in the background
000000321805.jpeg,a tower with a clock on top with a sky background 
000000162887.jpeg,A hand holding a bunch of different types of clock sand watches.
000000525619.jpeg,A grassy field with a kite in the sky in the background.
000000233848.jpeg,It's a chilly morning here in the village. 
000000220137.jpeg,"A tropically designed patio features a straw thatched gazebo,lots of grassy plants, and some dramatically designed blue bases for visual interest."
000000524577.jpeg,A city block with a building and a clock
000000277046.jpeg,a clock on top of a tall building with a sky in the background
000000493720.jpeg,old time clock hangs out of corner of building in city
000000395083.jpeg,A grassy tree filled field with a lot of kites in the air.
000000558013.jpeg,Various kites flying in the wind with the beach in the background
000000369533.jpeg,Light breaks through a cloudy day at the pier.
000000217919.jpeg,An old clock tower with a bell on a cloudy day.
000000027208.jpeg,A number of fanciful kites are being flown above a wide beach.
000000552866.jpeg,A photograph-like illustration of a city night scene.
000000261026.jpeg,A large white clock tower sitting in the middle of a city.
000000274779.jpeg,A crowded city street line with tall buildings.
000000054335.jpeg,A lady looks out onto the city from behind a giant clock.
000000398753.jpeg,A view of a baseball game during the day.
000000182483.jpeg,Tower clock made of rock set against a cloudy sky.
000000453273.jpeg,A large pot of flowers and a view of a cemetery. 
000000279984.jpeg,A lady walking in a grassy area holding a kite. 
000000274939.jpeg,A clock mounted on a poll near a city street sign.
000000514529.jpeg,A para-sailor is seen on the ocean in the distance. 
000000216398.jpeg,a tall clock tower with a sky in the background
000000109894.jpeg,a clock on a pole on a city street near buildings
000000403180.jpeg,a clock tower near a city street and buildings
000000327917.jpeg,Wind surfer riding on a large green kite in the water. 
000000070190.jpeg,A row of seats have closed off a stairwell.
000000224542.jpeg,a truck is parked with a wind sail
000000342800.jpeg,A large group enjoying a park beneath a cloudy sky.
000000400166.jpeg,A closeup view of a mouse and keyboard connected to a desktop computer.
000000145956.jpeg,a large clock tower towering above a city under a cloudy blue sky.
000000452881.jpeg,We see a low angle view of a cluttered desk top.
000000217951.jpeg,A surfer wrangles a parachute with a scenic mountain background.
000000153865.jpeg,Big balloons and kites being flown on a beach.
000000070791.jpeg,A surfer stands in knee high water in the ocean.
000000124018.jpeg,A sky view looking at the clock tower of a building.
000000214527.jpeg,A clock is high up on a large city structure.
000000150309.jpeg,THERE IS A TOWER CLOCK IN THE CITY
000000005502.jpeg,Kites fly in the cloudy sky over a large grass area.
000000381699.jpeg,some snow decorations and a clock on a steeple 
000000263412.jpeg,Several houses are being viewed from the street.
000000260927.jpeg,A fish-eye view of a statue in front of a columned building.
000000365485.jpeg,A city with lots of tall buildings and a massive blue clock tower.
000000050965.jpeg,"a building with wind vane on top, and a clock in middle"
000000372914.jpeg,A giant massive clock tower towering over a city.
000000335194.jpeg,A busy ocean pier with several kites in flight.
000000218119.jpeg,A crowd gathers on a beach and flies kites.
000000347039.jpeg,A clock tower stands over a city landscape.
000000438535.jpeg,An analog clock on a post in a city.
000000485740.jpeg,A crowd in a city on a sunny day
000000202622.jpeg,A vertical view of of a tower reveals a clock and a flag.
000000459999.jpeg,A large clock tower towering over a city.
000000359436.jpeg,A kite flyer stand on a beach with a mountain of trees behind her. 
000000372150.jpeg,The Big Ben clock tower underneath a cloudy blue sky.
000000474402.jpeg,The Big Ben clock tower towering over the city of London.
000000271934.jpeg,A view from the bottom on a church looking up towards the dark sky.
000000535307.jpeg,A sandy beach next to the ocean under a sky filled with kites.
000000369506.jpeg,A tall church tower under a blue sky filled with white fluffy clouds.
000000156567.jpeg,A black clock tower with a white sky in the background.
000000519471.jpeg,A laptop computer set up at a table overlooking a busy seating area. 
000000421865.jpeg,A group of kites being flown at the beach.
000000132136.jpeg,The sky is full of colorful kites in varying sizes.
000000435692.jpeg,Kites flying in cloudy sky over the ocean.
000000578655.jpeg,A empty ocean surf with a parachute in the background.
000000386638.jpeg,Beach goers enjoying a sunny day in the sand and surf.
000000406959.jpeg,An elaborate lamp post clock in a city
000000306127.jpeg,Large projection screen in use while audience watches from their seats.
000000113606.jpeg,A black kit flies in the sky over a body of water and hills are in the background.
000000155380.jpeg,a tower on top of a building with a sky background
000000019247.jpeg,There is a wakeboarder flying a kite in the ocean
000000367599.jpeg,There are a bunch of kites flying on a beach.
000000324914.jpeg,A close up view of a sleek computer keyboard on a desk.
000000408253.jpeg,A lady in walking on the beach with a confused look on her face.
000000497299.jpeg,family fun at the beach flying a kite
000000111435.jpeg,Picture of a clock tower on a blue sky day.
000000533173.jpeg,A number of kites flying in the sky above the sand.
000000429033.jpeg,A view of an open laptop being used in and auditorium.
000000250571.jpeg,A kite flying over the ocean in a blue sky.
000000343599.jpeg,A tall clock tower behind some snow covered trees.
000000237464.jpeg,Variety of clouds flown on semi crowded beach.
000000203667.jpeg,A very tall white clock tower towering over a lake.
000000034126.jpeg,A city building is brightly lit and a lot of vehicles are driving by.
000000493102.jpeg,A dragon kite and a nondescript kite fly together by the lighthouse beach on a sunny day.
000000391603.jpeg,A lady with a chain on her neck smiles with a seat belt on
000000153574.jpeg,View of single chair in front of flat panel tv by the window.
000000344194.jpeg,A village sits at the bottom of a tall forested mountain.
000000288170.jpeg,A city street with antique cars and pedestrians.
000000454329.jpeg,Four lamppost clocks in a city court yard
000000188795.jpeg,The clock tower is an impressive view with the lights at night..                                    
000000335085.jpeg,A clear view display refrigerator lined with bottles of beer.
000000021036.jpeg,Kites are flying around and are anchored on the beach.
000000120473.jpeg,A clock tower with visible bells in front of a mountain.
000000334174.jpeg,a clock and several lighted building on a city street
000000176794.jpeg,"A blurry view of a line of tennis courts, some with players"
000000024880.jpeg,View of a computer and laptop on a desk in a cubicle.
000000522061.jpeg,View of oven next to the archway and empty shelves
000000033061.jpeg,A colorful display of kites flying above a city park.
000000304387.jpeg,A large sail flying high in the air above the ocean.
000000224622.jpeg,A clock tower with the sky as the background.
000000365339.jpeg,Large kites being flown on a windy day at the beach.
000000520683.jpeg,A large brick building stretches into the blue sky and has multiple clocks.
000000089745.jpeg,The Big Ben clock tower towering over the city of London.
000000243775.jpeg,A clock that is hanging over a city street.
000000408534.jpeg,tHERE IS A WAKEBOARDER THAT IS OUT AT SEA
000000524187.jpeg,view of baseball players down on the mound. 
000000356863.jpeg,A kite flying in the sky over a grassy hill.
000000449043.jpeg,A brown clock tower with a sky in the background.
000000286671.jpeg,A bridge in a city on an overcast day.
000000330405.jpeg,A wind up alarm clock next to a window.
000000028377.jpeg,A city street surrounded by tall colorful buildings.
000000392632.jpeg,A crowd sits on a hill as they watch a baseball player prepare to swing.
000000024744.jpeg,A clock tower looms over a valley below. 
000000350111.jpeg,A bunch of kites flying in the sky on the beach.
000000180917.jpeg,Picture of a Gothic church with a blue sky in the background.
000000007556.jpeg,Several gliders floating on the ocean next to an island.
000000292158.jpeg,A kite with a skull on it flying in the air on a beach.
000000383223.jpeg,A view of a baseball player in a game.
000000288673.jpeg,A hang glider gliding over a beach with palm trees.
000000203171.jpeg,A small city with lots of kites flying over the top of it.
000000436605.jpeg,Four large balloons flying in the sky .
000000160308.jpeg,a clock attached to a building with a sky background
000000305622.jpeg,a kite flying in the air over a sand castle
000000261178.jpeg,Big Ben during a day when the sky is not so bright.
000000235221.jpeg,A beautiful lighted clock tower in the dusk sky with a streak of lightening in the background.
000000203845.jpeg,A small city is shown with old churches
000000153072.jpeg,Some very colorful and large kites being flown on a beach.
000000364274.jpeg,"A clock shines brightly on a dark, cloudy evening. "
000000174671.jpeg,a sand shore line with kites flying above it.
000000041998.jpeg,A clock tower with blue sky and clouds in background.
000000300086.jpeg,a clock tower near an elevated bridge with a sky background
000000414296.jpeg,a close up of a clock on a pole on a city street
000000345980.jpeg,A bridge stands over a river before a city sky line.
000000429913.jpeg,A baseball player winds up for a powerful pitch.
000000483525.jpeg,The photographer used a panoramic view for this photo.
000000155312.jpeg,Batter winds up ready to hit the baseball
000000527023.jpeg,Tennis players cross paths on a grassy court with packed stands.
000000049559.jpeg,the shoreline of a sandy beach with a colorful kite flying above it.
000000072342.jpeg,Large old tower with clock and gray sky background
000000320780.jpeg,Baseball game with batter and pitcher with fence and grassy area
000000538912.jpeg,A grey clock tower above grassy area and building.
000000194180.jpeg,An illuminated clock tower against a city skyline
000000475641.jpeg,A clock behind a fenced in area in a city setting.
000000540531.jpeg,A large clock tower towering over a city.
000000113556.jpeg,A bookshelf is packed to capacity with books.
000000463601.jpeg,Father and Son on the beach flying a kite.
000000481654.jpeg,A windsurfer gliding along the water surface way out in the ocean
000000486778.jpeg,View of a river in a city with bridges and the setting sun.
000000492254.jpeg,Looking up at a lamp post clock on a city street
000000307773.jpeg,A small grey refrigerator on wheels and a sand fan
000000306928.jpeg,a clock on a tall tower with a sky background
000000347145.jpeg,A clear vase sitting on a window sill with a view of the woods.
000000132686.jpeg,A sky filled with lots of colorful flying kites.
000000121143.jpeg,A large tower with a clock on it near a busy city street.
000000122040.jpeg,A group of friends are flying a kite on the beach.
000000019962.jpeg,A wind surfer is in the ocean with a kite.
000000464263.jpeg,A window view of a garden at a workstation.
000000361527.jpeg,A desktop computer with a grassy field background
000000234341.jpeg,A top down view of a computer and keyboard
000000101246.jpeg,A kite is flying in the sky in the distance
000000351967.jpeg,A car on a city street and a large clock.
000000266451.jpeg,"A clock tower stands high above the city skyline, with a sunset."
000000529020.jpeg,A building with a clock tower sitting on top of a hill.
000000276458.jpeg,kites being flown in the sky at a beach
000000390795.jpeg,A roof and window view has an attached clock.
000000268356.jpeg,There is a beautiful view from the rooftops.
000000262509.jpeg,A small boat sits on the water next to a city.
000000006211.jpeg,A partial view of a round black clock.
000000384476.jpeg,A rainbow colored kite in a partly cloudy sky.
000000046263.jpeg,A church with grey clouds and cars moving down the street
000000444100.jpeg,A night view of a city with illuminated skyscrapers seen from across a river.
000000503311.jpeg,The kite surfer is walking on the beach holding the kite.
000000194780.jpeg,A city filled with buildings and street lights. 
000000451095.jpeg,A black and white picture of a city's market.
000000464149.jpeg,A narrow city street is dimly lit near a clock.
000000164555.jpeg,several large brown bowls on a beach near the ocean
000000293789.jpeg,Several kites are flying on the beach in the blue sky.
000000563275.jpeg,A view from the sky of several buildings and streets. 
000000305368.jpeg,View of a clock on the top of a building.
000000185993.jpeg,the time on the clock sculpture in the city shows 1:42pm
000000560010.jpeg,A kite that is flying in the sky over sand.
000000556157.jpeg,A kite flying in the air with the blue sky in the background. 
000000119113.jpeg,The corner of a city street neat a building with a clock tower. 
000000558608.jpeg,A closeup of a kite with other kites flying in the background on the beach 
000000531232.jpeg,A tan brick building with a grassy front lawn.
000000049667.jpeg,a city clock which is made on a brick-made wall
000000349575.jpeg,A clock on a corner at a city intersection. 
000000045478.jpeg,The Big Ben clock tower towering over a city at night.
000000560700.jpeg,A bottle of wine chills in the refrigerator. 
000000264238.jpeg,View of an English city from the choppy water.
000000162445.jpeg,Kites flown in large grassy open area with numerous onlookers.
000000555405.jpeg,A sky shot of a big bunch of kites flying in the wind.
000000220224.jpeg,A view of a building with a clock in its tower.
000000502090.jpeg,A kite flying through a  blue sky with a long tail.
000000449392.jpeg,A steeple with clock and weather vane on a roof against clear sky through trees.
000000456178.jpeg,The view taken up a city street with no cars on the road.
000000525666.jpeg,A wind surfer and a kiteboarder are on the ocean. 
000000484474.jpeg,THERE IS A CITY BUILDING TOWER CLOCK ON THE BUILDING 
000000201004.jpeg,THERE IS AN IMAGE OF A BUILDING ON THE GRASS 
000000503081.jpeg,The interior of a large public building is show with several escalators in view.
000000277089.jpeg,The view of a shoreline with a long grass park.
000000183409.jpeg,The clock towers over the rest of the city.
000000235093.jpeg,A kite is flying through the sky over a lake.
000000375232.jpeg,A wooden bench sitting in the middle of a forest.
000000577512.jpeg,A nighttime view of a clock tower across a river.
000000399297.jpeg,A bunch of flags fly in the sky on a field. 
000000354041.jpeg,This is a top view of a blender with a green liquid in it. 
000000020004.jpeg,A large clock tower at night beneath a cloudy sky.
000000553306.jpeg,the building is white and over looks the Ocean
000000473196.jpeg,A clock tower next to a building in a city.
000000422383.jpeg,a bunch of tents set up on a beach
000000269419.jpeg,Tall clock tower framed by trees and viewed from ground level.
000000152582.jpeg,There are some colorful contraptions sitting in the sand on a beach
000000536656.jpeg,a tall building with a clock on it in the city
000000285683.jpeg,A tall clock tower in front of a cloudy sky.
000000229234.jpeg,A clock mounted on top of a building in the city
000000551454.jpeg,A very tall clock tower over a busy city street.
000000357265.jpeg,a city clock on the street of a city
000000006527.jpeg,A clock mounted near a city light on the road
000000408757.jpeg,A kite in the air over a beach 
000000048917.jpeg,"View of parasail surfer in mid air, still on his board."
000000299148.jpeg,Fans are in the stadium seats watching a baseball player at bat during a game.
000000065969.jpeg,A glass and vase sit on a table overlooking the ocean.
000000438851.jpeg,A view of a laptop bag and a bunch of electronics.
000000477820.jpeg,a very tall building with a city clock on
000000533511.jpeg,"A view of a mouse and keyboard, with an apple computer in back."
000000437028.jpeg,A view of a building in a country different than the US.
000000053665.jpeg,A wind surfer riding a wave into the beach.
000000404780.jpeg,Mountains and large rock formations can be seen while flying a kite on the beach
000000477144.jpeg,A stand view of a baseball player up to bat.
000000092050.jpeg,Looking up at old and new architecture in a city
000000556600.jpeg,A water surfer is flying with a kite on the beach.
000000506628.jpeg,Clock with street name sits by city street with car moving on it
000000532759.jpeg,The clock tower stands high above the city
000000095670.jpeg,A very pretty beach with a bunch of sails flying.
000000240434.jpeg,A full view of a big house with white lights. 
000000236909.jpeg,Kites flying over a large park in the middle of a city.
000000508247.jpeg,There is a clock on a pole next to the ocean.
000000451859.jpeg,a number of large kites flying in the sky over a field
000000477435.jpeg,A clock tower sits in front of a building in the mountains.
000000168837.jpeg,A white bed has a red rose in the middle of it as wine is chilling on a table.
000000392493.jpeg,Stacked kites with long streamers being flown in grassy field.
000000226244.jpeg,A large clock tower towering over a city on top of a hill.
